order_id,date,time,customer_id
118,02-01-2015,19:26:59,8821
119,02-01-2015,19:32:29,4194
120,02-01-2015,19:35:07,586
121,02-01-2015,19:38:48,9321
122,02-01-2015,19:50:19,9748
123,02-01-2015,20:12:09,2928
124,02-01-2015,20:12:34,1248
125,02-01-2015,20:31:06,8419
126,02-01-2015,20:53:42,3973
127,02-01-2015,20:58:23,334
128,02-01-2015,21:05:06,9181
129,02-01-2015,21:13:02,2388
130,02-01-2015,21:14:55,1766
131,02-01-2015,21:33:10,5749
132,02-01-2015,21:42:45,6361
133,02-01-2015,22:00:17,4026
134,02-01-2015,22:13:24,2563
135,02-01-2015,22:29:34,3427
136,02-01-2015,22:32:49,5597
137,03-01-2015,11:34:10,4963
138,03-01-2015,11:44:50,1211
139,03-01-2015,11:57:39,4724
140,03-01-2015,12:26:44,410
141,03-01-2015,13:16:01,4645
142,03-01-2015,13:33:59,2848
143,03-01-2015,13:41:36,1988
144,03-01-2015,13:44:28,809
145,03-01-2015,13:53:48,5045
146,03-01-2015,14:22:10,1203
147,03-01-2015,14:32:51,9390
148,03-01-2015,14:40:42,3795
149,03-01-2015,14:48:45,9871
150,03-01-2015,14:49:58,3645
151,03-01-2015,15:09:34,1049
152,03-01-2015,15:09:42,436
153,03-01-2015,15:16:34,2602
154,03-01-2015,15:22:43,1962
155,03-01-2015,15:28:59,4063
156,03-01-2015,15:42:19,9412
157,03-01-2015,15:43:03,8535
158,03-01-2015,15:54:30,2356
159,03-01-2015,15:59:22,8347
160,03-01-2015,16:35:33,221
161,03-01-2015,16:43:46,2317
162,03-01-2015,16:51:22,8666
163,03-01-2015,16:54:54,8231
164,03-01-2015,16:56:33,9452
165,03-01-2015,16:57:37,5715
166,03-01-2015,16:58:51,7341
167,03-01-2015,17:00:49,9723
168,03-01-2015,17:02:27,2293
169,03-01-2015,17:15:48,7792
170,03-01-2015,17:21:31,9962
171,03-01-2015,17:23:03,9840
172,03-01-2015,17:29:24,4330
173,03-01-2015,17:35:30,6102
174,03-01-2015,17:37:49,7197
175,03-01-2015,17:50:51,6110
176,03-01-2015,17:51:57,5690
177,03-01-2015,17:54:36,280
178,03-01-2015,18:15:03,4449
179,03-01-2015,18:20:14,9674
180,03-01-2015,18:33:34,7509
181,03-01-2015,18:49:32,1147
182,03-01-2015,18:50:10,6269
183,03-01-2015,18:54:55,3870
184,03-01-2015,18:59:05,6341
185,03-01-2015,19:08:33,7637
186,03-01-2015,19:36:00,9148
187,03-01-2015,19:37:12,8497
188,03-01-2015,20:08:39,3793
189,03-01-2015,20:12:14,4137
190,03-01-2015,20:14:23,6353
191,03-01-2015,20:24:50,9071
192,03-01-2015,20:30:08,4525
193,03-01-2015,20:55:47,7714
194,03-01-2015,21:21:24,8873
195,03-01-2015,21:25:20,278
196,03-01-2015,21:40:14,5918
197,03-01-2015,21:47:48,6609
198,03-01-2015,21:55:42,6597
199,03-01-2015,22:10:38,5500
200,03-01-2015,22:24:05,8266
201,03-01-2015,22:29:59,8232
202,03-01-2015,22:50:29,2437
203,04-01-2015,11:30:48,3608
204,04-01-2015,11:36:25,4238
205,04-01-2015,11:43:54,4249
206,04-01-2015,11:45:10,830
207,04-01-2015,12:03:58,5409
208,04-01-2015,12:12:05,9787
209,04-01-2015,12:29:17,5161
210,04-01-2015,12:34:13,7099
211,04-01-2015,12:54:20,2583
212,04-01-2015,13:16:03,131
213,04-01-2015,13:20:39,384
214,04-01-2015,13:39:16,9467
215,04-01-2015,13:44:49,2177
216,04-01-2015,14:31:56,7968
217,04-01-2015,14:35:03,8784
218,04-01-2015,14:35:11,4375
219,04-01-2015,14:42:01,6591
220,04-01-2015,15:31:59,1482
221,04-01-2015,15:33:18,8582
222,04-01-2015,15:46:38,5233
223,04-01-2015,16:08:20,5560
224,04-01-2015,16:39:58,9679
225,04-01-2015,16:41:48,8477
226,04-01-2015,16:59:39,3031
227,04-01-2015,17:24:39,2807
228,04-01-2015,17:31:24,2116
229,04-01-2015,17:37:57,8750
230,04-01-2015,17:58:38,1553
231,04-01-2015,18:04:18,4772
232,04-01-2015,18:21:59,6155
233,04-01-2015,18:26:51,2491
234,04-01-2015,18:36:09,7501
235,04-01-2015,18:51:30,7110
236,04-01-2015,19:21:04,9422
237,04-01-2015,19:27:48,7795
238,04-01-2015,19:45:15,9446
239,04-01-2015,19:57:52,6509
240,04-01-2015,20:10:24,1199
241,04-01-2015,20:11:25,4190
242,04-01-2015,20:15:29,1624
243,04-01-2015,20:26:17,9596
244,04-01-2015,20:26:22,7984
245,04-01-2015,20:28:41,6998
246,04-01-2015,20:30:48,8215
247,04-01-2015,20:55:29,7687
248,04-01-2015,20:58:19,8039
249,04-01-2015,21:06:16,2901
250,04-01-2015,21:07:05,9904
251,04-01-2015,21:10:05,149
252,04-01-2015,22:13:15,7316
253,04-01-2015,22:16:18,417
254,04-01-2015,22:22:13,96
255,05-01-2015,11:23:35,6959
256,05-01-2015,11:56:06,8451
257,05-01-2015,11:59:04,2803
258,05-01-2015,11:59:23,5696
259,05-01-2015,12:04:25,669
260,05-01-2015,12:06:27,608
261,05-01-2015,12:38:29,2207
262,05-01-2015,12:42:01,6767
263,05-01-2015,12:57:22,2081
264,05-01-2015,13:03:59,1164
265,05-01-2015,13:04:42,124
266,05-01-2015,13:09:29,1090
267,05-01-2015,13:37:50,1377
268,05-01-2015,13:40:46,2336
269,05-01-2015,13:49:34,2009
270,05-01-2015,14:09:02,6928
271,05-01-2015,14:22:19,8626
272,05-01-2015,14:24:05,3130
273,05-01-2015,14:28:00,1003
274,05-01-2015,14:36:33,1934
275,05-01-2015,14:38:14,1182
276,05-01-2015,15:18:18,3644
277,05-01-2015,15:41:50,4632
278,05-01-2015,15:49:21,3295
279,05-01-2015,16:07:03,3619
280,05-01-2015,16:20:23,8411
281,05-01-2015,16:33:48,900
282,05-01-2015,16:49:38,5301
283,05-01-2015,16:51:43,2624
284,05-01-2015,16:58:16,1976
285,05-01-2015,16:58:38,2649
286,05-01-2015,17:01:23,1956
287,05-01-2015,17:30:09,6293
288,05-01-2015,17:32:44,4304
289,05-01-2015,17:36:23,3936
290,05-01-2015,17:41:16,9589
291,05-01-2015,17:44:39,6789
292,05-01-2015,17:48:59,4306
293,05-01-2015,17:58:38,3700
294,05-01-2015,18:16:35,848
295,05-01-2015,18:20:12,4269
296,05-01-2015,18:46:54,5714
297,05-01-2015,19:02:18,7097
298,05-01-2015,19:10:36,4902
299,05-01-2015,19:34:31,3534
300,05-01-2015,19:42:54,2327
301,05-01-2015,19:45:58,5563
302,05-01-2015,19:57:37,7172
303,05-01-2015,20:02:51,1994
304,05-01-2015,20:07:58,2227
305,05-01-2015,20:35:40,6665
306,05-01-2015,20:37:40,6373
307,05-01-2015,21:45:38,7413
308,05-01-2015,21:59:46,1057
309,06-01-2015,11:39:06,8781
310,06-01-2015,11:40:48,1975
311,06-01-2015,11:57:27,703
312,06-01-2015,12:05:21,9360
313,06-01-2015,12:09:09,1411
314,06-01-2015,12:11:58,4414
315,06-01-2015,12:17:40,8890
316,06-01-2015,12:29:34,5565
317,06-01-2015,12:31:00,9173
318,06-01-2015,12:45:14,3266
319,06-01-2015,12:46:22,8762
320,06-01-2015,12:46:40,1011
321,06-01-2015,12:56:21,7925
322,06-01-2015,13:02:13,5433
323,06-01-2015,13:05:33,6634
324,06-01-2015,13:06:44,4715
325,06-01-2015,13:07:32,1046
326,06-01-2015,13:10:13,7658
327,06-01-2015,13:10:54,5388
328,06-01-2015,13:16:35,1186
329,06-01-2015,13:22:44,7047
330,06-01-2015,13:27:11,9216
331,06-01-2015,13:43:30,5780
332,06-01-2015,14:12:01,9388
333,06-01-2015,14:16:36,4295
334,06-01-2015,14:24:18,4702
335,06-01-2015,14:24:47,4260
336,06-01-2015,14:51:41,7573
337,06-01-2015,15:03:12,494
338,06-01-2015,15:18:26,3020
339,06-01-2015,15:25:13,2558
340,06-01-2015,15:35:32,8085
341,06-01-2015,15:35:47,9627
342,06-01-2015,15:44:12,4688
343,06-01-2015,15:45:37,2397
344,06-01-2015,16:01:11,5786
345,06-01-2015,16:01:47,1722
346,06-01-2015,16:30:00,7720
347,06-01-2015,16:37:17,5313
348,06-01-2015,16:49:12,7430
349,06-01-2015,17:25:58,1282
350,06-01-2015,17:37:05,8841
351,06-01-2015,17:37:29,9851
352,06-01-2015,17:45:48,5712
353,06-01-2015,17:59:48,6709
354,06-01-2015,18:01:44,104
355,06-01-2015,18:14:45,2664
356,06-01-2015,18:16:05,2481
357,06-01-2015,18:27:58,7650
358,06-01-2015,18:30:12,3594
359,06-01-2015,18:33:08,7568
360,06-01-2015,18:50:38,4311
361,06-01-2015,19:12:38,5522
362,06-01-2015,19:13:36,7757
363,06-01-2015,19:20:31,641
364,06-01-2015,19:27:24,3805
365,06-01-2015,19:37:26,8578
366,06-01-2015,20:04:20,5034
367,06-01-2015,20:05:12,185
368,06-01-2015,20:28:16,2225
369,06-01-2015,20:30:06,1946
370,06-01-2015,21:02:30,9650
371,06-01-2015,21:15:20,6153
372,06-01-2015,22:26:59,7083
373,07-01-2015,11:45:18,8519
374,07-01-2015,11:55:59,4858
375,07-01-2015,11:58:36,7156
376,07-01-2015,12:01:17,9791
377,07-01-2015,12:03:18,5573
378,07-01-2015,12:19:37,6299
379,07-01-2015,12:25:37,6128
380,07-01-2015,12:32:10,1168
381,07-01-2015,12:33:06,4576
382,07-01-2015,12:33:07,8473
383,07-01-2015,12:43:59,6825
384,07-01-2015,12:51:46,4163
385,07-01-2015,12:54:19,3640
386,07-01-2015,12:58:16,9677
387,07-01-2015,13:03:14,4978
388,07-01-2015,13:04:56,1825
389,07-01-2015,13:10:17,7198
390,07-01-2015,13:15:32,122
391,07-01-2015,13:25:31,6059
392,07-01-2015,13:36:47,7491
393,07-01-2015,13:48:31,1457
394,07-01-2015,14:02:18,89
395,07-01-2015,14:11:08,7791
396,07-01-2015,14:12:21,1115
397,07-01-2015,14:31:10,7240
398,07-01-2015,14:56:26,71
399,07-01-2015,15:47:49,8609
400,07-01-2015,16:03:07,756
401,07-01-2015,16:08:35,7823
402,07-01-2015,16:24:46,70
403,07-01-2015,16:26:10,5489
404,07-01-2015,16:39:27,7422
405,07-01-2015,16:44:16,1944
406,07-01-2015,16:50:49,5670
407,07-01-2015,16:56:42,1658
408,07-01-2015,17:09:09,2169
409,07-01-2015,17:15:04,2187
410,07-01-2015,17:33:49,6232
411,07-01-2015,17:58:09,3234
412,07-01-2015,18:07:46,4224
413,07-01-2015,18:11:32,5398
414,07-01-2015,18:13:22,9449
415,07-01-2015,18:16:23,6835
416,07-01-2015,18:17:42,5598
417,07-01-2015,18:24:40,8616
418,07-01-2015,18:40:11,9902
419,07-01-2015,19:02:31,1091
420,07-01-2015,19:04:40,4340
421,07-01-2015,19:21:58,895
422,07-01-2015,19:30:25,2179
423,07-01-2015,19:45:07,8511
424,07-01-2015,20:01:28,2533
425,07-01-2015,20:21:19,9847
426,07-01-2015,20:25:45,7567
427,07-01-2015,21:49:00,6831
428,07-01-2015,22:05:00,8094
429,07-01-2015,22:16:53,1881
430,07-01-2015,22:46:13,440
431,08-01-2015,11:17:13,2615
432,08-01-2015,11:39:07,7603
433,08-01-2015,11:49:50,9680
434,08-01-2015,11:54:14,9696
435,08-01-2015,12:06:09,2413
436,08-01-2015,12:07:21,5918
437,08-01-2015,12:07:54,8540
438,08-01-2015,12:08:38,7569
439,08-01-2015,12:13:08,4106
440,08-01-2015,12:16:34,4587
441,08-01-2015,12:16:58,1159
442,08-01-2015,12:28:49,550
443,08-01-2015,12:34:20,3142
444,08-01-2015,12:40:05,5344
445,08-01-2015,12:57:39,1753
446,08-01-2015,12:58:01,4231
447,08-01-2015,13:02:00,2139
448,08-01-2015,13:03:34,9522
449,08-01-2015,13:04:15,4398
450,08-01-2015,13:07:53,860
451,08-01-2015,13:19:06,1390
452,08-01-2015,13:24:11,4904
453,08-01-2015,13:27:14,591
454,08-01-2015,13:31:40,3582
455,08-01-2015,13:39:14,3839
456,08-01-2015,13:47:53,6633
457,08-01-2015,13:59:04,4022
458,08-01-2015,14:00:05,6688
459,08-01-2015,14:14:02,6550
460,08-01-2015,14:19:58,3500
461,08-01-2015,14:21:19,7089
462,08-01-2015,14:38:41,7560
463,08-01-2015,14:40:28,5988
464,08-01-2015,14:49:01,856
465,08-01-2015,14:55:23,8220
466,08-01-2015,15:30:10,6521
467,08-01-2015,15:33:13,5090
468,08-01-2015,15:36:12,7859
469,08-01-2015,15:37:18,6790
470,08-01-2015,15:49:13,2549
471,08-01-2015,16:20:26,1150
472,08-01-2015,16:29:50,5545
473,08-01-2015,16:41:27,8142
474,08-01-2015,16:47:48,785
475,08-01-2015,17:15:17,2220
476,08-01-2015,17:27:56,1430
477,08-01-2015,17:30:04,794
478,08-01-2015,17:35:56,4588
479,08-01-2015,17:37:03,7311
480,08-01-2015,17:41:31,2323
481,08-01-2015,17:41:37,5687
482,08-01-2015,17:52:42,6330
483,08-01-2015,17:54:05,7617
484,08-01-2015,18:02:54,9682
485,08-01-2015,18:07:31,678
486,08-01-2015,18:15:08,9659
487,08-01-2015,18:30:16,1131
488,08-01-2015,18:46:02,2677
489,08-01-2015,18:48:43,5748
490,08-01-2015,18:49:24,7788
491,08-01-2015,19:01:12,5307
492,08-01-2015,19:06:21,2354
493,08-01-2015,19:31:47,7806
494,08-01-2015,19:38:40,2633
495,08-01-2015,19:42:52,7653
496,08-01-2015,19:46:18,4394
497,08-01-2015,19:49:26,8743
498,08-01-2015,20:02:25,3874
499,08-01-2015,21:10:46,8266
500,08-01-2015,21:46:49,8699
501,08-01-2015,21:51:31,3521
502,08-01-2015,22:26:08,2633
503,09-01-2015,11:16:21,2101
504,09-01-2015,11:48:18,5787
505,09-01-2015,11:55:10,3178
506,09-01-2015,12:02:09,2151
507,09-01-2015,12:06:03,4490
508,09-01-2015,12:13:32,41
509,09-01-2015,12:13:58,3187
510,09-01-2015,12:15:03,4909
511,09-01-2015,12:18:21,6141
512,09-01-2015,12:19:24,1815
513,09-01-2015,12:22:48,5297
514,09-01-2015,12:26:47,209
515,09-01-2015,13:07:37,1216
516,09-01-2015,13:09:09,1721
517,09-01-2015,13:09:11,9599
518,09-01-2015,13:11:25,3612
519,09-01-2015,13:15:20,8354
520,09-01-2015,13:22:33,3015
521,09-01-2015,13:43:07,6845
522,09-01-2015,14:09:33,6489
523,09-01-2015,14:42:14,7803
524,09-01-2015,14:51:35,8443
525,09-01-2015,15:08:46,9752
526,09-01-2015,15:10:13,9399
527,09-01-2015,15:23:37,7317
528,09-01-2015,15:27:21,1735
529,09-01-2015,15:31:01,4419
530,09-01-2015,15:43:01,3970
531,09-01-2015,15:58:10,8293
532,09-01-2015,16:14:28,6495
533,09-01-2015,16:28:43,1393
534,09-01-2015,16:43:32,2903
535,09-01-2015,17:08:47,5106
536,09-01-2015,17:18:50,9050
537,09-01-2015,17:23:52,8999
538,09-01-2015,17:44:04,5317
539,09-01-2015,17:51:34,3126
540,09-01-2015,17:52:41,7906
541,09-01-2015,18:07:47,2158
542,09-01-2015,18:08:06,1533
543,09-01-2015,18:23:59,6451
544,09-01-2015,18:31:04,869
545,09-01-2015,18:46:28,8139
546,09-01-2015,18:47:27,1023
547,09-01-2015,18:49:23,6885
548,09-01-2015,19:06:09,8966
549,09-01-2015,19:06:34,8782
550,09-01-2015,19:12:59,4902
551,09-01-2015,19:26:24,7980
552,09-01-2015,19:31:25,3975
553,09-01-2015,20:14:47,8912
554,09-01-2015,20:15:51,5869
555,09-01-2015,20:18:25,5211
556,09-01-2015,20:23:12,1556
557,09-01-2015,20:30:06,2752
558,09-01-2015,20:51:10,5034
559,09-01-2015,21:10:16,632
560,09-01-2015,21:13:48,2301
561,09-01-2015,21:47:56,6664
562,09-01-2015,22:04:05,6570
563,09-01-2015,22:19:03,2634
564,09-01-2015,22:32:32,9210
565,10-01-2015,12:11:19,6497
566,10-01-2015,12:21:19,599
567,10-01-2015,12:27:47,5747
568,10-01-2015,12:28:53,9411
569,10-01-2015,12:37:10,4335
570,10-01-2015,13:13:59,2443
571,10-01-2015,13:14:47,4437
572,10-01-2015,13:15:32,4020
573,10-01-2015,13:39:33,9490
574,10-01-2015,13:40:54,2736
575,10-01-2015,13:41:04,3523
576,10-01-2015,13:44:22,7976
577,10-01-2015,13:45:00,9991
578,10-01-2015,13:48:49,4783
579,10-01-2015,13:51:19,5946
580,10-01-2015,13:56:01,5719
581,10-01-2015,14:13:01,5552
582,10-01-2015,14:24:14,8351
583,10-01-2015,14:33:19,5282
584,10-01-2015,15:05:29,8358
585,10-01-2015,15:58:42,909
586,10-01-2015,16:09:57,8730
587,10-01-2015,16:32:36,8223
588,10-01-2015,16:33:36,6579
589,10-01-2015,17:12:39,6551
590,10-01-2015,17:23:39,4209
591,10-01-2015,17:32:54,9666
592,10-01-2015,17:41:55,1310
593,10-01-2015,17:48:57,3237
594,10-01-2015,17:50:19,2987
595,10-01-2015,18:12:28,5592
596,10-01-2015,18:24:07,2914
597,10-01-2015,18:32:36,9718
598,10-01-2015,18:34:14,1478
599,10-01-2015,18:34:27,4708
600,10-01-2015,18:53:52,2623
601,10-01-2015,18:58:19,4374
602,10-01-2015,19:02:27,9622
603,10-01-2015,19:03:11,4305
604,10-01-2015,19:13:29,4543
605,10-01-2015,19:23:51,8006
606,10-01-2015,19:27:18,5217
607,10-01-2015,19:36:16,4532
608,10-01-2015,19:36:33,7979
609,10-01-2015,19:39:32,9693
610,10-01-2015,19:51:02,6798
611,10-01-2015,19:58:10,377
612,10-01-2015,19:58:15,7311
613,10-01-2015,20:10:44,6742
614,10-01-2015,20:12:33,2076
615,10-01-2015,20:14:03,9012
616,10-01-2015,20:20:10,4889
617,10-01-2015,20:27:26,1968
618,10-01-2015,20:31:14,4371
619,10-01-2015,20:41:58,6355
620,10-01-2015,20:45:45,4561
621,10-01-2015,20:49:29,9937
622,10-01-2015,20:57:41,4944
623,10-01-2015,21:21:21,3402
624,10-01-2015,21:22:44,8371
625,10-01-2015,21:50:23,2052
626,10-01-2015,21:55:12,9514
627,10-01-2015,22:18:35,1225
628,10-01-2015,22:47:17,5421
629,10-01-2015,22:48:39,1445
630,11-01-2015,11:42:08,351
631,11-01-2015,11:44:36,1037
632,11-01-2015,11:44:52,2894
633,11-01-2015,11:51:45,7044
634,11-01-2015,12:14:15,3017
635,11-01-2015,12:18:31,3361
636,11-01-2015,12:34:44,4806
637,11-01-2015,12:44:10,1301
638,11-01-2015,12:49:26,1970
639,11-01-2015,13:23:21,2300
640,11-01-2015,13:28:08,6774
641,11-01-2015,13:37:46,1574
642,11-01-2015,13:40:00,799
643,11-01-2015,13:43:19,8322
644,11-01-2015,13:52:52,7886
645,11-01-2015,14:03:45,7483
646,11-01-2015,14:07:26,743
647,11-01-2015,14:07:35,9900
648,11-01-2015,14:17:17,9017
649,11-01-2015,14:29:23,4799
650,11-01-2015,14:34:05,5642
651,11-01-2015,14:49:35,352
652,11-01-2015,16:03:38,9353
653,11-01-2015,16:18:23,2407
654,11-01-2015,16:34:07,3471
655,11-01-2015,16:43:33,6686
656,11-01-2015,16:44:49,4493
657,11-01-2015,16:45:47,9888
658,11-01-2015,16:55:24,7737
659,11-01-2015,16:56:39,1378
660,11-01-2015,17:09:36,9139
661,11-01-2015,17:18:14,1795
662,11-01-2015,17:21:49,9193
663,11-01-2015,17:29:14,7367
664,11-01-2015,17:35:14,4771
665,11-01-2015,17:42:23,5436
666,11-01-2015,17:42:25,820
667,11-01-2015,18:13:08,1018
668,11-01-2015,18:13:12,2131
669,11-01-2015,18:40:44,1266
670,11-01-2015,18:46:25,3257
671,11-01-2015,19:18:42,6250
672,11-01-2015,19:18:46,620
673,11-01-2015,19:28:13,1017
674,11-01-2015,19:33:05,6533
675,11-01-2015,19:33:19,9799
676,11-01-2015,19:44:57,6990
677,11-01-2015,19:51:09,1715
678,11-01-2015,19:52:49,8785
679,11-01-2015,20:31:02,9204
680,11-01-2015,21:07:30,7909
681,11-01-2015,21:29:50,2507
682,12-01-2015,11:38:15,8967
683,12-01-2015,11:39:08,5836
684,12-01-2015,12:01:23,3528
685,12-01-2015,12:11:46,2620
686,12-01-2015,12:13:07,1812
687,12-01-2015,12:21:09,3308
688,12-01-2015,12:26:41,1581
689,12-01-2015,12:33:22,8512
690,12-01-2015,12:42:10,3354
691,12-01-2015,12:45:53,3905
692,12-01-2015,12:53:37,7769
693,12-01-2015,13:04:24,2759
694,12-01-2015,13:30:47,1058
695,12-01-2015,13:33:06,9026
696,12-01-2015,13:49:40,348
697,12-01-2015,13:58:56,6553
698,12-01-2015,14:08:16,7900
699,12-01-2015,14:27:03,311
700,12-01-2015,14:31:13,1318
701,12-01-2015,14:33:39,2275
702,12-01-2015,14:38:35,3870
703,12-01-2015,15:08:01,3830
704,12-01-2015,15:28:25,9968
705,12-01-2015,15:31:00,4372
706,12-01-2015,15:39:04,802
707,12-01-2015,15:41:32,5526
708,12-01-2015,15:52:44,4467
709,12-01-2015,15:53:56,9422
710,12-01-2015,15:59:52,3195
711,12-01-2015,16:21:10,3870
712,12-01-2015,16:22:18,3516
713,12-01-2015,16:31:56,4088
714,12-01-2015,16:55:08,7220
715,12-01-2015,17:05:33,9483
716,12-01-2015,17:06:05,6072
717,12-01-2015,17:24:44,5346
718,12-01-2015,17:46:30,3246
719,12-01-2015,17:52:27,6787
720,12-01-2015,17:53:59,3097
721,12-01-2015,18:17:15,2586
722,12-01-2015,18:20:58,4614
723,12-01-2015,18:21:04,3727
724,12-01-2015,18:24:47,968
725,12-01-2015,18:33:14,9194
726,12-01-2015,18:34:25,8787
727,12-01-2015,18:44:57,8091
728,12-01-2015,18:53:17,663
729,12-01-2015,19:20:41,4088
730,12-01-2015,19:22:00,4492
731,12-01-2015,19:27:47,7787
732,12-01-2015,19:30:17,4942
733,12-01-2015,19:57:36,4857
734,12-01-2015,20:00:30,5080
735,12-01-2015,20:35:34,7268
736,12-01-2015,21:35:14,133
737,13-01-2015,11:31:34,5978
738,13-01-2015,12:16:47,4256
739,13-01-2015,12:19:38,6624
740,13-01-2015,12:29:51,2101
741,13-01-2015,12:49:09,3429
742,13-01-2015,12:53:01,767
743,13-01-2015,13:08:32,6236
744,13-01-2015,13:34:48,1117
745,13-01-2015,13:36:53,2831
746,13-01-2015,13:41:13,1815
747,13-01-2015,14:15:02,8236
748,13-01-2015,14:27:31,2655
749,13-01-2015,14:29:23,488
750,13-01-2015,14:48:09,4415
751,13-01-2015,15:07:35,4842
752,13-01-2015,15:19:25,1968
753,13-01-2015,15:22:11,3255
754,13-01-2015,15:47:56,8907
755,13-01-2015,15:50:49,9712
756,13-01-2015,15:55:11,6776
757,13-01-2015,16:10:34,1514
758,13-01-2015,16:14:43,5946
759,13-01-2015,16:14:56,8589
760,13-01-2015,16:27:40,323
761,13-01-2015,16:30:20,7158
762,13-01-2015,16:36:36,33
763,13-01-2015,16:38:57,2828
764,13-01-2015,16:39:39,587
765,13-01-2015,17:11:41,632
766,13-01-2015,17:21:45,8460
767,13-01-2015,17:21:48,7957
768,13-01-2015,17:23:34,4385
769,13-01-2015,17:43:17,7736
770,13-01-2015,17:44:13,2026
771,13-01-2015,17:59:32,396
772,13-01-2015,18:07:59,4412
773,13-01-2015,18:18:15,7776
774,13-01-2015,18:31:07,1747
775,13-01-2015,18:42:12,5030
776,13-01-2015,18:50:43,5975
777,13-01-2015,19:10:20,8342
778,13-01-2015,19:18:08,7740
779,13-01-2015,19:19:58,2047
780,13-01-2015,20:12:49,1930
